date,precip,flow_avg,flow_max,flow_min
4/2/2023,0,21.9,27.6,13.5
4/3/2023,0,20.9,26.6,12.9
4/4/2023,0,25.2,37.7,15.9
4/5/2023,0.01,25,31.1,16.2
4/6/2023,0,19.9,23,14.9
4/7/2023,0,20.9,24.8,14.7
4/8/2023,0,19.1,22.6,13.9
4/9/2023,0,21,26.8,12.4
4/10/2023,0,19.4,23.7,12.5
4/11/2023,0,23.3,31.7,14.9
4/12/2023,0,18.6,22.9,13.4
4/13/2023,0,18.8,23.6,14.3
4/14/2023,0,23.6,30.9,16.4
4/15/2023,0.01,18.8,24,12.8
4/16/2023,0,22,26.4,14.1
4/17/2023,0,21.4,35.6,14.1
4/18/2023,0,20.6,26.7,13.7
4/19/2023,0,19.4,26,13
4/20/2023,0,19.9,25.2,12.6
4/21/2023,0,21,29.2,14.1
4/22/2023,0,18.7,30,12.3
4/23/2023,0,32.9,40.2,24.6
4/24/2023,0,26,34.2,20.2
4/25/2023,0,23.3,30,17
4/26/2023,0,23.1,28.9,17.1
4/27/2023,0,23.7,29.6,18.2
4/28/2023,0,24.6,32.6,16.5
4/29/2023,0,33.2,42.4,20.6
4/30/2023,0,40.1,58.2,27.4
5/1/2023,0,51.7,59.4,45.2
5/2/2023,0,40.5,47.7,35.2
5/3/2023,0,36.4,43.2,29.7
5/4/2023,0,33.3,39.4,27
5/5/2023,0,32.7,40,25.4
5/6/2023,0,28,36.6,21.9
5/7/2023,0,29.5,34.3,20.8
5/8/2023,0,27.5,35.4,22
5/9/2023,0,26.7,32,21.1
5/10/2023,0,25.7,32.2,20
5/11/2023,0,25.4,32.7,19.3
5/12/2023,0,26,34.6,18.2
5/13/2023,0,22.9,28.3,17.3
5/14/2023,0,24.4,30.3,16.2
5/15/2023,0,23.9,29.5,16.1
5/16/2023,0,23.3,31.1,17.4
5/17/2023,0.04,22.7,29.9,16
5/18/2023,0,21.5,27.5,15.2
5/19/2023,0,23.6,32.5,16.2
5/20/2023,0.02,21.6,27.4,14.5
5/21/2023,0,23,28.9,15
5/22/2023,0,21.7,28.1,15.5
5/23/2023,0,21.1,27.2,14.2
5/24/2023,0,21.5,27.7,14.6
5/25/2023,0,22.8,35.4,14.9
5/26/2023,0,18.8,25.4,13.8
5/27/2023,0,18,23.2,12.1
5/28/2023,0,20.3,26.1,11
5/29/2023,0,19.9,25.1,11.5
5/30/2023,0,19.4,26.6,13.1
5/31/2023,0,19.2,26.3,13.1
6/1/2023,0,25.6,18.7,9.3
6/2/2023,0.57,30.5,21.4,13.8
6/3/2023,0,24.2,19.1,12.5
6/4/2023,0,25,20.1,10.8
6/5/2023,0,25,19.3,13.2
6/6/2023,0.04,23.8,19.4,13.1
6/7/2023,0,24.7,19.3,11.8
6/8/2023,0,24.8,19.3,12.8
6/9/2023,0,27.3,20.1,11.9
6/10/2023,0,23.1,17,10.7
6/11/2023,0,24.1,18.9,10.9
6/12/2023,0.11,25.6,19.2,11.9
6/13/2023,0,25.7,18.5,11
6/14/2023,0.35,25.2,19.4,11.4
6/15/2023,0,24,18.7,12.7
6/16/2023,0.27,30,20.5,12.9
6/17/2023,0.05,24.5,17.6,11
6/18/2023,0,24.3,19.1,10.7
6/19/2023,0,25,19,10.7
6/20/2023,0,24.8,18.6,11.1
6/21/2023,0,31.7,21.5,11.1
6/22/2023,0,23.3,18.6,11.5
6/23/2023,0.09,27.2,20.6,12
6/24/2023,0.12,23.5,18.5,11.8
6/25/2023,0,24.1,19.8,11.1
6/26/2023,0.83,27.8,21.3,12.7
6/27/2023,0.33,35.5,24.4,15.2
6/28/2023,0,29.1,22.3,15.3
6/29/2023,0,26.4,20.1,14.4
6/30/2023,0,31.7,21.4,12.8
7/1/2023,0,23.7,17.9,11.5
7/2/2023,0.6,25.1,20,12.5
7/3/2023,0.24,26.6,20.4,10.5
7/4/2023,0.04,35.3,25.9,16
7/5/2023,0,29.5,22,16
7/6/2023,0,27.7,20.7,14.2
7/7/2023,0,35.6,22.5,13.9
7/8/2023,0,24.2,18.9,12.6
7/9/2023,0.42,42.9,26.7,12.4
7/10/2023,0.27,42,36,28.6
7/11/2023,0,34.6,25.8,21
7/12/2023,0,30.8,23.9,17.8
7/13/2023,0,29.4,23.7,17.6
7/14/2023,0.52,33.6,24.9,16.2
7/15/2023,0.11,30.4,22.4,16.3
7/16/2023,0.54,36.4,28.1,18
7/17/2023,0.11,33,25.2,19.6
7/18/2023,0.14,33.6,25.2,18
7/19/2023,0.09,33.9,22,15.6
7/20/2023,0.11,26.2,21.3,15.3
7/21/2023,0.49,33.5,23.9,16.8
7/22/2023,0,25.5,20.3,14.5
7/23/2023,0,25.1,20.3,13.2
7/24/2023,0,26.8,20.8,15.2
7/25/2023,1.56,41.4,25.5,14.9
7/26/2023,0,33.8,24.4,18.5
7/27/2023,0.43,29.5,22,16.6
7/28/2023,0.01,34.6,24.9,16.4
7/29/2023,0.45,24.5,20.3,14.1
7/30/2023,0,27.4,22,14.1
7/31/2023,0,29.8,21.4,15.1
8/1/2023,0,26.7,20.1,13.9
8/2/2023,0,25.3,19.3,14.1
8/3/2023,0,25.1,20.5,13.9
8/4/2023,0,34.2,21.9,12.4
8/5/2023,0,22.8,18.3,12.5
8/6/2023,0,24.9,19.9,11.2
8/7/2023,1.36,29.1,24.3,15.4
8/8/2023,0,28,19.7,14.8
8/9/2023,0,24,17.6,9.3
8/10/2023,0.22,28.2,21.3,13.4
8/11/2023,0.01,30,21.8,14.8
8/12/2023,0.22,23.7,18.8,12.2
8/13/2023,0.23,32.1,25,21.6
8/14/2023,0.05,27.7,21.4,15.3
8/15/2023,0.04,30.4,25.9,20.3
8/16/2023,0.01,29.4,23,17.4
8/17/2023,0.02,27.8,22.7,16.2
8/18/2023,0.02,34.5,26.1,16.8
8/19/2023,0,24,20.2,15.1
8/20/2023,0,25.6,21.6,13.8
8/21/2023,0,26.7,21.3,15.5
8/22/2023,0,26.6,20.9,14.7
8/23/2023,0,27.5,20.3,13.2
8/24/2023,0,25.8,21.7,14.9
8/25/2023,0,34.4,24.9,16.6
8/26/2023,0,23.1,18.9,5.9
8/27/2023,0,35,21.1,13.3
8/28/2023,0,25.7,20.7,13.2
8/29/2023,0,27,20.4,14.3
8/30/2023,0,25.1,20.7,13.4
8/31/2023,0,24.6,19.6,12.7
9/1/2023,0,31.1,21,13.4
9/2/2023,0,20.7,17.3,12.3
9/3/2023,0,24.4,19.8,12.8
9/4/2023,0,30.5,20.2,12.3
9/5/2023,0,26.4,19.4,13.9
9/6/2023,0,26.5,20,13.2
9/7/2023,0,25.2,19.5,12.2
9/8/2023,0,33.9,22.5,13.2
9/9/2023,0,24.4,19.2,13.4
9/10/2023,0,29.5,22.6,13.7
9/11/2023,0,39.3,22.8,14.8
9/12/2023,0,30.6,22.1,17.1
9/13/2023,0,28.2,23.9,15.5
9/14/2023,0,27.7,21.5,15.7
9/15/2023,0,31,23.3,14.6
9/16/2023,0,22.5,19,13.5
9/17/2023,0,22.5,18.6,12
9/18/2023,0,38.5,28.3,20.3
9/19/2023,0,34.5,25.4,19.1
9/20/2023,0,30.8,22.3,15.8
9/21/2023,0,28.3,21.7,15.1
9/22/2023,0,32.9,22.8,15.2
9/23/2023,0.53,25,18.5,13.7
9/24/2023,0.53,38,29.3,16.7
9/25/2023,0.41,48,36.9,25
9/26/2023,0.19,39.6,33,26.4
9/27/2023,0,38.2,29.2,22.4
9/28/2023,0.01,31.7,26.7,20.1
9/29/2023,1.75,64.3,44.8,22.6
9/30/2023,0.02,53.9,44.8,40.8
10/1/2023,0,41.6,36,30.5
10/2/2023,0,40.7,33.4,16.2
10/3/2023,0,36.7,30.9,26.1
10/4/2023,0,34.5,28.4,23.5
10/5/2023,0,31.8,27.7,23.4
10/6/2023,0.06,36.8,29.7,21.8
10/7/2023,0.83,41.7,30,21.5
10/8/2023,0,34.1,29.7,24.1
10/9/2023,0,35.9,30.9,23.5
10/10/2023,0,35,27.5,21.4
10/11/2023,0,31.7,25.6,19.3
10/12/2023,0,31.2,25,18.6
10/13/2023,0,35.4,26.3,19.1
10/14/2023,0.4,30.8,24.8,17.4
10/15/2023,0.01,31.2,27.1,19.3
10/16/2023,0.02,32.7,25.2,18.4
10/17/2023,0,31.1,24.1,17.8
10/18/2023,0,30.2,23.4,16.6
10/19/2023,0,28.6,23.2,16.8
10/20/2023,1.57,42.1,30.6,17.2
10/21/2023,0.19,40.8,32,26
10/22/2023,0,34.1,29.4,21.4
10/23/2023,0,33.5,27.1,20.4
10/24/2023,0,32.4,25.7,18.6
10/25/2023,0,30.4,24.6,18.1
10/26/2023,0,29.3,24.1,17.5
10/27/2023,0,35.2,25.8,17.8
10/28/2023,0,25.8,22.2,16.7
10/29/2023,0.41,34.8,26.4,16.7
10/30/2023,0.42,33.3,29.2,20.8
10/31/2023,0,31.9,26.2,19.3
11/1/2023,0.02,30.5,24.9,18.3
11/2/2023,0,30.2,24.9,17.9
11/3/2023,0,33.8,25.7,18
11/4/2023,0,26.8,22.3,16.6
11/5/2023,0.04,30,23.9,14.6
11/6/2023,0,29,23.5,15.6
11/7/2023,0.29,43,28.9,16.9
11/8/2023,0,28.6,23.1,15.7
11/9/2023,0,27.7,23.8,16.1
11/10/2023,0,32.8,24.5,15.4
11/11/2023,0,28.4,21.3,14.3
11/12/2023,0,28.2,22.9,13.3
11/13/2023,0,28.5,23.1,15.2
11/14/2023,0,28.4,22.4,14.1
11/15/2023,0,28,22.2,14.2
11/16/2023,0,28.3,21.8,13.6
11/17/2023,0,30.7,22.5,13.6
11/18/2023,0.07,25.8,20.1,14.2
11/19/2023,0,27.6,22,12.9
11/20/2023,0.07,28.1,21.6,13.3
11/21/2023,0.32,27.4,22.2,13.4
11/22/2023,1.47,35.8,30.8,27.1
11/23/2023,0,31.6,25.9,17.6
11/24/2023,0,32,24.9,16.7
11/25/2023,0,27.1,21.7,14.7
11/26/2023,0.87,30.2,24.3,15.2
11/27/2023,0.94,49.6,32.4,26.1
11/28/2023,0,33.5,27.2,18.9
11/29/2023,0,31.8,25.1,18.6
11/30/2023,0,33.8,25.3,18.1
12/1/2023,0.28,34.9,25.9,16.4
12/2/2023,0,28.8,23.4,16.7
12/3/2023,0.64,36.3,28.6,17.6
12/4/2023,0.01,34.8,28.5,22
12/5/2023,0,32.3,27.4,19
12/6/2023,0,31.4,26.2,18.7
12/7/2023,0,30.3,26.1,18.6
12/8/2023,0,33.8,25.7,16.6
12/9/2023,0,28.6,22.4,15.6
12/10/2023,0.81,36.8,26.7,16.5
12/11/2023,0.55,40.8,37.3,35.3
12/12/2023,0,35.7,30.8,23.9
12/13/2023,0,33.7,29.4,21.9
12/14/2023,0,32.8,27.7,20.8
12/15/2023,0,36.4,28.5,20.5
12/16/2023,0,31.7,25.2,19
12/17/2023,0.34,33.5,28.1,18.8
12/18/2023,3.38,57.9,48.6,33.5
12/19/2023,0,53.9,46.5,42.6
12/20/2023,0,45,39.8,34.6
12/21/2023,0,42.1,37.7,31.1
12/22/2023,0,41.4,36.4,28.5
12/23/2023,0,38,32.4,26.2
12/24/2023,0,38,32.5,22.2
12/25/2023,0,35.9,31.7,24.5
12/26/2023,0,35,31.5,23.4
12/27/2023,0.51,34.9,29.1,22.8
12/28/2023,1.61,51,46.1,35
12/29/2023,0.01,48.1,43,36.2
12/30/2023,0,40.8,37.3,31.3
12/31/2023,0,42.5,37.8,28.9
